label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,prob_target,bias,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,grad_linear_bias_error,error,timing_error
reference,,,,4096,4096,8192,float16,cuda,mean,False,False,False,4.150271892547607,386171904,0.00774800830924776,0.006203666370882053,nan,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,False,False,False,33.69062423706055,654676992,0.004509898445407922,0.00028162612751224305,nan,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,False,False,False,33.78278350830078,604337152,0.004509898445407922,0.0003722883573013581,nan,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,False,False,False,35.311614990234375,579167232,0.0045098984490393665,0.0005071727030316697,nan,,
accurate_budget_fp32,accurate,budget,float32,4096,4096,8192,float16,cuda,mean,False,False,False,,,,,,"Traceback (most recent call last):
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 702, in <module>
    sys.exit(main())
             ~~~~^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 608, in main
    _worker_main(json.loads(args.worker))
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 370, in _worker_main
    options = LinearCrossEntropyOptions(
        acc_policy=payload[""acc_policy""],
    ...<2 lines>...
        allow_retain_graph=payload[""allow_retain_graph""],
    )
  File ""<string>"", line 8, in __init__
  File ""/home/pearu/git/pytorch/pytorch/torch/nn/modules/linear_cross_entropy_options.py"", line 154, in __post_init__
    raise ValueError(f""invalid chunking_method: {self.chunking_method!r}"")
ValueError: invalid chunking_method: 'budget'",
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,False,False,False,5.987328052520752,436572672,0.008991426074075529,0.006220529905441591,nan,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,False,False,False,6.496255874633789,394621440,0.010060530798991819,0.006225254561000507,nan,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,False,False,False,7.459839820861816,373645824,0.012712095257207082,0.006234572686726244,nan,,
balanced_budget_fp32,balanced,budget,float32,4096,4096,8192,float16,cuda,mean,False,False,False,,,,,,"Traceback (most recent call last):
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 702, in <module>
    sys.exit(main())
             ~~~~^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 608, in main
    _worker_main(json.loads(args.worker))
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 370, in _worker_main
    options = LinearCrossEntropyOptions(
        acc_policy=payload[""acc_policy""],
    ...<2 lines>...
        allow_retain_graph=payload[""allow_retain_graph""],
    )
  File ""<string>"", line 8, in __init__
  File ""/home/pearu/git/pytorch/pytorch/torch/nn/modules/linear_cross_entropy_options.py"", line 154, in __post_init__
    raise ValueError(f""invalid chunking_method: {self.chunking_method!r}"")
ValueError: invalid chunking_method: 'budget'",
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,8192,float16,cuda,mean,False,False,False,4.907008171081543,302354944,0.008991426074075529,0.0062223357094794264,nan,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,8192,float16,cuda,mean,False,False,False,5.711872100830078,260403712,0.010060530798991819,0.006227044445476542,nan,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,8192,float16,cuda,mean,False,False,False,6.9765119552612305,239428096,0.012712095257207082,0.006236498698709434,nan,,
compact_budget_fp32,compact,budget,float32,4096,4096,8192,float16,cuda,mean,False,False,False,,,,,,"Traceback (most recent call last):
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 702, in <module>
    sys.exit(main())
             ~~~~^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 608, in main
    _worker_main(json.loads(args.worker))
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/pearu/git/openteams-ai/pearu-sandbox/pytorch/lce/lce_benchmark.py"", line 370, in _worker_main
    options = LinearCrossEntropyOptions(
        acc_policy=payload[""acc_policy""],
    ...<2 lines>...
        allow_retain_graph=payload[""allow_retain_graph""],
    )
  File ""<string>"", line 8, in __init__
  File ""/home/pearu/git/pytorch/pytorch/torch/nn/modules/linear_cross_entropy_options.py"", line 154, in __post_init__
    raise ValueError(f""invalid chunking_method: {self.chunking_method!r}"")
ValueError: invalid chunking_method: 'budget'",
auto_fp32,auto,auto,float32,4096,4096,8192,float16,cuda,mean,False,False,False,5.726208209991455,260403712,0.010060530798991819,0.006227040088499216,nan,,
liger,,,,4096,4096,8192,float16,cuda,mean,False,False,False,5.262400150299072,453300224,0.007748348609640039,0.006208252035861327,nan,,
